area,bbox,com,perimeter,centroid,cm_11,cm_20,cm_02,orientation,class
487,"[[500, 693], [543, 714]]","[0.9154929577464789, 0.9153645833333334]",126.0,"[0.4582322195258541, 0.45501213365689747]",91619.11777435447,247652.71731799253,51088.24887254513,0.3751626501733835,inter
3929,"[[0, 1], [114, 71]]","[0.10035211267605634, 0.03125]",623.0,"[0.502559483269987, 0.32660541317638014]",4775260.457196291,17230318.767673764,3116735.490234375,0.2974548911598889,let
493,"[[0, 137], [30, 159]]","[0.01936619718309859, 0.19401041666666666]",98.0,"[0.34358437479552445, 0.5086868330540613]",63327.399398015674,78129.80109663263,85184.45237392849,-0.7575769940587431,let
863,"[[0, 314], [30, 364]]","[0.022887323943661973, 0.4401041666666667]",121.0,"[0.4256345082794453, 0.4699975007384182]",211038.77950319115,192878.21614945002,639477.1663343667,-0.3785886039898022,let
1545,"[[0, 479], [57, 555]]","[0.051056338028169015, 0.68359375]",363.0,"[0.5007792713812586, 0.5888831821035211]",1813767.4468736267,1831586.501143746,3867215.354873657,-0.5297125421800294,let
1750,"[[0, 613], [49, 700]]","[0.03345070422535211, 0.84375]",278.0,"[0.38933408577878104, 0.39449517750872154]",1326415.103213028,890409.2186942097,2635029.26171875,-0.4945328256043438,let
866,"[[14, 725], [42, 761]]","[0.04753521126760563, 0.96875]",115.0,"[0.46272995142151785, 0.5139504400474377]",206367.22546214797,200990.14343012357,365913.970703125,-0.5953224886034508,let
547,"[[514, 44], [543, 83]]","[0.9313380281690141, 0.08203125]",105.0,"[0.5159049360146253, 0.46946983546617915]",160605.60936812309,139017.0471229667,233112.43083190918,-0.6429148885618732,mod
795,"[[537, 1], [561, 63]]","[0.9753521126760564, 0.03515625]",198.0,"[0.6369747899159663, 0.4310104994378704]",358067.72624614876,221453.3511332082,953479.6311187744,-0.38721275051640186,mod
487,"[[280, 1], [317, 15]]","[0.5264084507042254, 0.009114583333333334]",98.0,"[0.5047552145250189, 0.40629705681040384]",56747.81701832086,221509.5878762895,25603.93629116477,0.2625442325282281,inter
1583,"[[366, 549], [500, 690]]","[0.7799295774647887, 0.8190104166666666]",730.0,"[0.556903474270731, 0.5244804000997133]",12011827.772648916,12199354.693513218,13180039.347466402,-0.7649986772155201,inter
451,"[[501, 693], [543, 713]]","[0.9154929577464789, 0.9153645833333334]",138.0,"[0.4416026401278812, 0.4740787667616936]",79878.19676129697,208487.43205713134,46709.915478176605,0.3895561838988692,inter
3929,"[[0, 1], [114, 71]]","[0.10035211267605634, 0.03125]",623.0,"[0.502559483269987, 0.32660541317638014]",4775260.457196291,17230318.767673764,3116735.490234375,0.2974548911598889,let
493,"[[0, 137], [30, 159]]","[0.01936619718309859, 0.19401041666666666]",98.0,"[0.34358437479552445, 0.5086868330540613]",63327.399398015674,78129.80109663263,85184.45237392849,-0.7575769940587431,let
863,"[[0, 314], [30, 364]]","[0.022887323943661973, 0.4401041666666667]",121.0,"[0.4256345082794453, 0.4699975007384182]",211038.77950319115,192878.21614945002,639477.1663343667,-0.3785886039898022,let
1545,"[[0, 479], [57, 555]]","[0.051056338028169015, 0.68359375]",363.0,"[0.5007792713812586, 0.5888831821035211]",1813767.4468736267,1831586.501143746,3867215.354873657,-0.5297125421800294,let
1750,"[[0, 613], [49, 700]]","[0.03345070422535211, 0.84375]",278.0,"[0.38933408577878104, 0.39449517750872154]",1326415.103213028,890409.2186942097,2635029.26171875,-0.4945328256043438,let
866,"[[14, 725], [42, 761]]","[0.04753521126760563, 0.96875]",115.0,"[0.46272995142151785, 0.5139504400474377]",206367.22546214797,200990.14343012357,365913.970703125,-0.5953224886034508,let
585,"[[69, 662], [97, 690]]","[0.14612676056338028, 0.8815104166666666]",85.0,"[0.48381962864721484, 0.5021514883583849]",118799.06379979086,141391.67462123107,138236.40598042787,0.7787586262716409,let
209,"[[75, 430], [95, 450]]","[0.14964788732394366, 0.5729166666666666]",60.0,"[0.4921394395078606, 0.4688995215311004]",23968.443423562203,26706.20157520832,24516.47580295138,0.7625743549408336,let
1600,"[[94, 591], [166, 669]]","[0.24295774647887325, 0.8098958333333334]",257.0,"[0.6009760273972603, 0.39426424050632913]",1815473.205325705,3514448.093433843,1967074.1723090028,0.5839706377231602,let
1361,"[[100, 695], [180, 744]]","[0.23767605633802816, 0.93359375]",278.0,"[0.42750882158180714, 0.4307421013960323]",1024760.8958035267,2318459.013046139,756617.2439117432,0.45981328981695113,let
696,"[[101, 410], [157, 493]]","[0.23591549295774647, 0.5924479166666666]",195.0,"[0.5810143174027023, 0.5387246852764095]",1217387.9594336855,898869.0324340385,1669310.8130289696,-0.6321665074550067,let
1194,"[[122, 63], [167, 108]]","[0.2605633802816901, 0.11197916666666667]",188.0,"[0.5593911586920107, 0.498488820916175]",701494.4254328051,935003.9659789755,761402.2167561873,0.7238425057450029,let
34036,"[[52, 144], [476, 522]]","[0.448943661971831, 0.4739583333333333]",2409.0,"[0.46650349062702, 0.5933720171648932]",1921405966.199604,1959847748.1145773,2151454800.92468,-0.7604882139108595,let
879,"[[200, 437], [230, 474]]","[0.3785211267605634, 0.5911458333333334]",105.0,"[0.496054901097288, 0.44700916112807615]",212766.46891046796,247742.00143510778,316267.3726603186,-0.7055664039510926,let
4439,"[[167, 580], [238, 732]]","[0.38028169014084506, 0.859375]",649.0,"[0.6502869009891481, 0.5356115941046542]",17374097.04709504,11198435.837730497,38007064.20800781,-0.45683472868844893,let
377,"[[270, 325], [300, 348]]","[0.5, 0.4375]",83.0,"[0.4535809018567639, 0.4637488947833775]",64778.28125,88324.25,57196.66015625,0.6675015559018509,let
2074,"[[436, 717], [561, 761]]","[0.8609154929577465, 0.9713541666666666]",537.0,"[0.5375509699194643, 0.393239941862263]",3993699.0134838987,21244954.97661983,1506581.760857464,0.1922600544718549,let
45880,"[[241, 543], [561, 761]]","[0.7517605633802817, 0.8489583333333334]",2034.0,"[0.5777581054524829, 0.4985625480552156]",949756654.9059147,1887678231.558618,664285854.6921841,0.4993056159143193,let
7928,"[[0, 0], [46, 376]]","[0.02464788732394366, 0.265625]",1504.0,"[0.3016177687605115, 0.5385969933670361]",22576932.97590233,2410826.2574141775,400092958.4301758,-0.05652920950850277,let
448,"[[272, 245], [293, 275]]","[0.4982394366197183, 0.33984375]",170.0,"[0.43104118104118105, 0.4374138406396471]",29709.594699053716,34419.902133753276,68371.37710571289,-0.525839998054723,let
69860,"[[69, 0], [389, 459]]","[0.42077464788732394, 0.2877604166666667]",7223.0,"[0.5300190217914643, 0.47846242852788706]",2810947659.380695,2498972269.1427374,4388484456.356408,-0.6232794670047817,let
1506,"[[31, 662], [71, 706]]","[0.0897887323943662, 0.890625]",134.0,"[0.4996113108541444, 0.47953371698391617]",643458.5870928696,788671.356185526,848289.5161132812,-0.7622515435041392,inter
5536,"[[52, 1], [133, 138]]","[0.16901408450704225, 0.06640625]",568.0,"[0.5293792571085214, 0.3636870649372311]",12121071.247469177,12327459.530252105,18460818.554092407,-0.661496186948625,inter
206,"[[325, 528], [354, 564]]","[0.6003521126760564, 0.7083333333333334]",268.0,"[0.4759672619047619, 0.5000904922779923]",213626.36913145537,238035.12884348436,392305.6388888879,-0.6121444684524129,inter
1543,"[[354, 408], [436, 518]]","[0.7095070422535211, 0.6145833333333334]",1163.0,"[0.4761373759326767, 0.4788675670951497]",15971484.159551052,15979406.46522269,29206355.046440136,-0.5891055696311587,inter
116191,"[[90, 222], [561, 727]]","[0.6056338028169014, 0.6263020833333334]",7682.0,"[0.5374316768360614, 0.5114216944306738]",7838284579.653789,9290087890.489187,8963594487.595484,0.7749862484700961,inter
342,"[[537, 741], [561, 761]]","[0.9700704225352113, 0.98046875]",109.0,"[0.5529824561403509, 0.5588972431077694]",49142.765391175184,71562.8486101468,49851.567962646484,0.6766938331188187,inter
153647,"[[150, 33], [561, 556]]","[0.670774647887324, 0.3958333333333333]",2433.0,"[0.56133528937597, 0.5166316594189574]",9854019825.972498,9627280767.830004,13837984641.471525,-0.680153468584116,mod
809,"[[194, 573], [243, 596]]","[0.3873239436619718, 0.7604166666666666]",119.0,"[0.5153028430160692, 0.4635352286773795]",212802.2323210096,635270.6054850235,112554.29090711764,0.3416749372655184,mod
207,"[[209, 448], [235, 461]]","[0.3926056338028169, 0.5911458333333334]",68.0,"[0.5124351404544641, 0.4244306418219462]",15655.095450960975,45553.06174060208,8016.118103027338,0.34760020130659364,mod
272743,"[[0, 0], [561, 761]]","[0.39436619718309857, 0.55078125]",2573.0,"[0.6768233114282279, 0.40055678288187396]",18134270773.22066,23804517566.426056,17019812032.102386,0.692932575771619,mod
1016,"[[2, 504], [58, 545]]","[0.04401408450704225, 0.6809895833333334]",344.0,"[0.55585326953748, 0.5174545454545454]",977363.6289727293,1812926.7165214228,851522.6284298416,0.5568508474457357,let
298,"[[10, 448], [51, 468]]","[0.04753521126760563, 0.5963541666666666]",212.0,"[0.5344504240052186, 0.47301043705153295]",121246.19659624416,392072.04143523175,77271.79172092011,0.3281852684587535,let
325,"[[64, 553], [88, 580]]","[0.13908450704225353, 0.7369791666666666]",102.0,"[0.5901538461538461, 0.4810989010989011]",54033.586198833626,80597.46653999704,70435.53036159946,0.738519253618166,let
741,"[[84, 707], [117, 738]]","[0.17781690140845072, 0.94140625]",104.0,"[0.49694371675795823, 0.4943488529014845]",167549.26590696545,263356.8943568982,206046.37995910645,0.7007046470548473,let
1512,"[[104, 650], [145, 713]]","[0.21830985915492956, 0.8854166666666666]",245.0,"[0.46699549384971384, 0.48097826086956524]",924618.9621478873,726568.792501487,1810785.11762152,-0.520253996505991,let
585,"[[69, 662], [97, 690]]","[0.14612676056338028, 0.8815104166666666]",85.0,"[0.48381962864721484, 0.5021514883583849]",118799.06379979086,141391.67462123107,138236.40598042787,0.7787586262716409,let
209,"[[75, 430], [95, 450]]","[0.14964788732394366, 0.5729166666666666]",60.0,"[0.4921394395078606, 0.4688995215311004]",23968.443423562203,26706.20157520832,24516.47580295138,0.7625743549408336,let
1600,"[[94, 591], [166, 669]]","[0.24295774647887325, 0.8098958333333334]",257.0,"[0.6009760273972603, 0.39426424050632913]",1815473.205325705,3514448.093433843,1967074.1723090028,0.5839706377231602,let
1361,"[[100, 695], [180, 744]]","[0.23767605633802816, 0.93359375]",278.0,"[0.42750882158180714, 0.4307421013960323]",1024760.8958035267,2318459.013046139,756617.2439117432,0.45981328981695113,let
696,"[[101, 410], [157, 493]]","[0.23591549295774647, 0.5924479166666666]",195.0,"[0.5810143174027023, 0.5387246852764095]",1217387.9594336855,898869.0324340385,1669310.8130289696,-0.6321665074550067,let
1194,"[[122, 63], [167, 108]]","[0.2605633802816901, 0.11197916666666667]",188.0,"[0.5593911586920107, 0.498488820916175]",701494.4254328051,935003.9659789755,761402.2167561873,0.7238425057450029,let
34036,"[[52, 144], [476, 522]]","[0.448943661971831, 0.4739583333333333]",2409.0,"[0.46650349062702, 0.5933720171648932]",1921405966.199604,1959847748.1145773,2151454800.92468,-0.7604882139108595,let
879,"[[200, 437], [230, 474]]","[0.3785211267605634, 0.5911458333333334]",105.0,"[0.496054901097288, 0.44700916112807615]",212766.46891046796,247742.00143510778,316267.3726603186,-0.7055664039510926,let
4439,"[[167, 580], [238, 732]]","[0.38028169014084506, 0.859375]",649.0,"[0.6502869009891481, 0.5356115941046542]",17374097.04709504,11198435.837730497,38007064.20800781,-0.45683472868844893,let
377,"[[270, 325], [300, 348]]","[0.5, 0.4375]",83.0,"[0.4535809018567639, 0.4637488947833775]",64778.28125,88324.25,57196.66015625,0.6675015559018509,let
2074,"[[436, 717], [561, 761]]","[0.8609154929577465, 0.9713541666666666]",537.0,"[0.5375509699194643, 0.393239941862263]",3993699.0134838987,21244954.97661983,1506581.760857464,0.1922600544718549,let
45880,"[[241, 543], [561, 761]]","[0.7517605633802817, 0.8489583333333334]",2034.0,"[0.5777581054524829, 0.4985625480552156]",949756654.9059147,1887678231.558618,664285854.6921841,0.4993056159143193,let
3257,"[[0, 189], [32, 367]]","[0.01936619718309859, 0.359375]",597.0,"[0.3477823987495465, 0.4883456860427819]",3076491.5384297976,592737.4046351117,32197324.486572266,-0.0961405706088862,let
57662,"[[93, 1], [384, 457]]","[0.41725352112676056, 0.2877604166666667]",7140.0,"[0.4953047643556591, 0.48088572807856017]",2027447904.595877,1596717176.4167347,3618782738.9474225,-0.554105588260414,let
1539,"[[30, 661], [71, 707]]","[0.09154929577464789, 0.8893229166666666]",136.0,"[0.5119743803954331, 0.47716809754883666]",714500.1133637762,875038.6170898642,927716.2268524233,-0.7669748745095023,inter
5957,"[[30, 0], [133, 140]]","[0.16725352112676056, 0.06380208333333333]",835.0,"[0.6156585216704461, 0.35407666340129534]",19304690.386686653,27061363.14488057,20586090.81329657,0.7023151707014726,inter
129855,"[[90, 221], [561, 728]]","[0.5915492957746479, 0.6223958333333334]",5395.0,"[0.5201743386786554, 0.505621976961444]",8383822345.538074,9857197184.22257,9909720481.549643,-0.7838319587661882,inter
287624,"[[0, 1], [561, 761]]","[0.45774647887323944, 0.4440104166666667]",6971.0,"[0.5738597265987825, 0.6062174786651771]",21359501565.865276,16943800748.936802,32084709841.414238,-0.6150900786450831,inter
602,"[[504, 732], [561, 761]]","[0.9524647887323944, 0.9752604166666666]",207.0,"[0.6423125071127803, 0.5652365236523652]",387596.9067955913,926234.0664984599,181472.8344421389,0.40270875796493893,inter
155615,"[[149, 32], [561, 557]]","[0.670774647887324, 0.39453125]",2327.0,"[0.5606439702563387, 0.5149588248229444]",9996536544.966774,9790160727.951756,14055052916.70427,-0.6803139680494681,mod
862,"[[188, 573], [243, 597]]","[0.3855633802816901, 0.76171875]",125.0,"[0.5536750082863772, 0.4633410672853828]",281484.85413457284,933723.2392320465,129941.62228393555,0.30549762910097195,mod
226,"[[207, 448], [236, 462]]","[0.3926056338028169, 0.5911458333333334]",72.0,"[0.5327433628318584, 0.4008849557522124]",19941.68189737383,65060.65235692327,8953.242092556424,0.3089819078309749,mod
270209,"[[0, 1], [561, 761]]","[0.3926056338028169, 0.5533854166666666]",2474.0,"[0.6754439135159185, 0.3987738470708489]",18228215480.8048,24047007824.189972,17105905851.696772,0.6913268526475649,mod
287,"[[12, 449], [44, 468]]","[0.04753521126760563, 0.5963541666666666]",167.0,"[0.5078397920220977, 0.4780160857908847]",54911.253278132324,143345.55761815608,46089.4551662869,0.42300402865747727,let
598,"[[0, 354], [37, 406]]","[0.035211267605633804, 0.4973958333333333]",325.0,"[0.4708407671721677, 0.47609529900863445]",570705.1777068664,641806.6006744693,1228628.4158528654,-0.5479583424179316,let
335,"[[64, 553], [94, 580]]","[0.13908450704225353, 0.7369791666666666]",106.0,"[0.47404910929224847, 0.4722814498933902]",55010.045494975064,82980.05435119521,70356.31591118714,0.728277808067378,let
740,"[[84, 707], [117, 738]]","[0.17781690140845072, 0.94140625]",104.0,"[0.4963434022257552, 0.4931165540540541]",166739.22526958646,262616.2430197379,204625.2202758789,0.6993103668375802,let
1553,"[[104, 643], [145, 716]]","[0.21830985915492956, 0.8854166666666666]",260.0,"[0.4632323232323233, 0.5278542178542178]",1215819.0024941324,762922.2714739136,2884856.559244795,-0.4266534667664734,let
585,"[[117, 405], [140, 440]]","[0.22535211267605634, 0.55078125]",92.0,"[0.4456552706552706, 0.5108736942070276]",104181.8083736796,81778.65205316391,232938.75465393066,-0.4715923468121876,let
410,"[[130, 177], [163, 193]]","[0.25880281690140844, 0.24088541666666666]",88.0,"[0.5093974175035868, 0.454519368723099]",56628.14548030369,156752.9437425606,29235.540571424655,0.3631184620928626,let
1788,"[[116, 517], [241, 604]]","[0.3415492957746479, 0.7330729166666666]",804.0,"[0.601152413744642, 0.4920683718642401]",6008070.516042223,13596986.809375703,4661806.3097212,0.4657024970143301,let
43163,"[[0, 184], [309, 561]]","[0.16901408450704225, 0.47265625]",5324.0,"[0.39585737628471307, 0.49534544102970807]",1130779502.9142754,1164174991.454082,2336495687.5678406,-0.5462811108952058,let
1616,"[[230, 506], [320, 567]]","[0.49471830985915494, 0.6927083333333334]",486.0,"[0.5500002987768078, 0.4275552982862355]",2113134.9337129556,5709672.362920928,1575721.7575683438,0.3982201986448784,let
4827,"[[240, 296], [354, 379]]","[0.4964788732394366, 0.4401041666666667]",585.0,"[0.3754396946697617, 0.5032731548928309]",9161611.924891792,12122951.273271706,10694204.646870952,0.7464895755312272,let
1199,"[[246, 453], [320, 512]]","[0.5, 0.6302083333333334]",377.0,"[0.523547970002586, 0.5434316007240755]",1434147.3046874986,2283588.25,1575764.8904351026,0.6644276337325814,let
600,"[[313, 550], [363, 601]]","[0.5880281690140845, 0.7513020833333334]",188.0,"[0.3927288905837862, 0.5048934048123676]",233521.52299277383,334271.6402623485,497102.58372836374,-0.6176657931378071,let
680,"[[336, 235], [365, 279]]","[0.6197183098591549, 0.3346354166666667]",144.0,"[0.5462745098039216, 0.49111111111111116]",234012.71434859157,198876.87284268948,421042.3449028854,-0.5638018005560668,let
2314,"[[322, 441], [389, 524]]","[0.6355633802816901, 0.6302083333333334]",396.0,"[0.5633747571848383, 0.5025855812265634]",3379382.9341439265,3828718.6610109787,5122418.129177466,-0.6908366380880515,let
1326,"[[358, 174], [423, 216]]","[0.6778169014084507, 0.2578125]",232.0,"[0.41241350962526546, 0.5681814198839837]",848548.2035513866,1196596.1782849387,886636.1239624023,0.6950730363869928,let
1377,"[[0, 406], [26, 468]]","[0.01936619718309859, 0.5729166666666666]",157.0,"[0.4099088194948762, 0.5322589941326324]",531869.8133252643,235978.2347531493,1881366.2692057197,-0.2869546126658905,mod
591,"[[117, 406], [140, 440]]","[0.22535211267605634, 0.55078125]",94.0,"[0.4472645234066554, 0.4948513415518492]",99062.49427816903,83236.7454870064,213941.69200134277,-0.4938128341345219,let
314,"[[122, 581], [185, 603]]","[0.272887323943662, 0.7708333333333334]",185.0,"[0.5067594043887147, 0.45645359138612507]",105915.16054137323,440265.17062276823,37813.50303819443,0.24225224807121987,let
407,"[[130, 178], [163, 193]]","[0.25880281690140844, 0.24088541666666666]",90.0,"[0.5144529556294262, 0.4216830466830467]",49939.837306062946,158307.42590445804,23450.67378573946,0.31874036408874695,let
1237,"[[167, 517], [241, 581]]","[0.3591549295774648, 0.7213541666666666]",452.0,"[0.526271018793274, 0.5812257475462224]",1704748.1841255864,2546627.4872049093,2219107.6269802395,0.7375145546886509,let
208,"[[189, 184], [205, 199]]","[0.34683098591549294, 0.24869791666666666]",49.0,"[0.4861425339366516, 0.45913461538461536]",12505.471812646714,16949.615750843077,13722.84410264758,0.7212453370404084,let
41572,"[[0, 201], [270, 561]]","[0.1619718309859155, 0.4765625]",4515.0,"[0.3822976683566726, 0.47195800499493384]",732791777.9022233,706556885.307937,1762492375.4846802,-0.4732259504997517,let
4480,"[[240, 297], [317, 378]]","[0.4894366197183099, 0.4388020833333333]",303.0,"[0.48392371038709786, 0.4924489585425567]",6695750.205706243,7793781.240788,8884195.513314022,-0.7447748611603033,let
1069,"[[246, 455], [317, 509]]","[0.4982394366197183, 0.6315104166666666]",342.0,"[0.5271859574896747, 0.5551800873650375]",1099884.9008238888,1814195.2305315174,1161489.3406965479,0.6411777567123247,let
1412,"[[250, 507], [320, 551]]","[0.5035211267605634, 0.6888020833333334]",296.0,"[0.5227548602146393, 0.5044383644930841]",1064585.237116711,2552682.5322108655,868952.0939500651,0.45084772393314126,let
630,"[[278, 234], [309, 265]]","[0.5211267605633803, 0.3229166666666667]",98.0,"[0.5706845238095238, 0.44246031746031744]",169561.40977112684,237232.9642927974,155256.86002604163,0.6668081816482477,let
502,"[[313, 561], [345, 600]]","[0.579225352112676, 0.7552083333333334]",107.0,"[0.4913074972835929, 0.4774900398406374]",109856.33947696596,156738.79172659182,217424.43549262246,-0.6506552957511605,let
217,"[[331, 342], [354, 359]]","[0.6038732394366197, 0.45703125]",81.0,"[0.5099846390168971, 0.49974398361495137]",23596.254036916816,37007.35719909241,19525.076431274414,0.6080120390394368,let
669,"[[336, 235], [364, 278]]","[0.6197183098591549, 0.3346354166666667]",147.0,"[0.5657440338126901, 0.5033292566924854]",230893.0322036385,196726.87363618286,415972.9985300692,-0.5637643385733135,let
2242,"[[333, 442], [389, 522]]","[0.6355633802816901, 0.62890625]",334.0,"[0.49668373510408625, 0.5097432691094766]",2207491.277529434,2124580.90456692,4709032.713058472,-0.5205973098320346,let
1314,"[[358, 175], [422, 216]]","[0.6778169014084507, 0.2578125]",218.0,"[0.4195293291183702, 0.559161411901138]",805241.9318056777,1184104.6281553758,818082.6661376953,0.673659006076745,let
1376,"[[0, 406], [26, 468]]","[0.01936619718309859, 0.5729166666666666]",157.0,"[0.410099052540913, 0.5319306016980435]",531625.2946009391,235962.38930767716,1877592.9826388794,-0.28737112680391114,mod
12628,"[[26, 307], [130, 531]]","[0.14084507042253522, 0.54296875]",1017.0,"[0.5130381386710998, 0.4922381226957418]",73806120.15812054,45070646.68557882,196733870.9892273,-0.38593150954030453,mod
17265,"[[0, 526], [278, 711]]","[0.2306338028169014, 0.80859375]",2198.0,"[0.5002099393695101, 0.45988315993695855]",248527814.98307496,463630812.92245626,186198954.80137634,0.5308585314355303,mod
14240,"[[151, 304], [331, 496]]","[0.4014084507042254, 0.51171875]",1191.0,"[0.4296777285509824, 0.4617280064652494]",83967802.44627522,110887546.52544457,145460180.66716003,-0.6838822479706812,mod
2560,"[[169, 519], [238, 574]]","[0.3538732394366197, 0.7096354166666666]",226.0,"[0.4572823660714286, 0.4680803571428571]",1990464.4856404054,3423209.294038888,2053130.4210069114,0.6196665470858072,mod
405,"[[177, 743], [202, 761]]","[0.3345070422535211, 0.98046875]",75.0,"[0.49468186134852804, 0.5337231968810916]",45611.74720785647,82273.42309313614,43736.76387023926,0.5855470502892698,mod
1145,"[[192, 167], [243, 225]]","[0.375, 0.2591145833333333]",182.0,"[0.4068189452468929, 0.5418991932499445]",914006.983886718,653400.515625,1475547.5423872173,-0.5740756732338299,mod
1796,"[[230, 237], [303, 308]]","[0.47007042253521125, 0.33984375]",277.0,"[0.5094799566630552, 0.3453713735403876]",1278345.6812692578,3316929.921214784,1607210.8265075684,0.49068562437485885,mod
347,"[[379, 61], [403, 101]]","[0.6866197183098591, 0.10026041666666667]",162.0,"[0.42801152737752163, 0.3872214802839671]",52858.03279507775,47067.753955068416,143321.81882561592,-0.41610622475577025,mod
559,"[[380, 237], [405, 268]]","[0.6936619718309859, 0.3294270833333333]",99.0,"[0.5281409109673868, 0.5019007155635062]",122627.35819670628,117589.87372297166,170407.47120327424,-0.6793389418084007,mod
585,"[[383, 119], [406, 152]]","[0.6954225352112676, 0.17578125]",95.0,"[0.518019943019943, 0.48144796380090493]",112955.6884834396,100004.29711676756,194129.51344299316,-0.5880111353488269,mod
1049,"[[394, 272], [438, 319]]","[0.7288732394366197, 0.37890625]",134.0,"[0.439000105920983, 0.4010367016205911]",289333.49563985463,516537.4074712368,500145.0970611572,0.7712380954764494,mod
3418,"[[426, 53], [534, 114]]","[0.8573943661971831, 0.10546875]",397.0,"[0.5571636398773896, 0.45913947035617886]",5998637.477346506,15415104.242096093,3345389.0128479004,0.3911941146206034,mod
2556,"[[439, 399], [528, 474]]","[0.8609154929577465, 0.5651041666666666]",362.0,"[0.5561815336463224, 0.46025347994399146]",5186196.952739878,7724230.500880293,3945968.703531919,0.6107367368174019,mod
823,"[[447, 169], [485, 201]]","[0.8151408450704225, 0.23828125]",121.0,"[0.41041218805495844, 0.4266725578997754]",153841.12255859387,258134.14542935396,216182.3220062256,0.7176420382489654,mod
666,"[[448, 263], [486, 286]]","[0.8257042253521126, 0.3580729166666667]",97.0,"[0.5281050281050281, 0.5097597597597597]",154404.38687921801,319538.70073522103,116074.2357482907,0.49410584779304,mod
255,"[[448, 539], [467, 562]]","[0.8063380281690141, 0.7161458333333334]",74.0,"[0.47549019607843135, 0.4591503267973856]",28512.78767789026,26080.056722376503,36594.04095458983,-0.6942353734008135,mod
610,"[[482, 187], [505, 219]]","[0.8697183098591549, 0.265625]",97.0,"[0.49330601092896176, 0.5063586686537507]",100937.53906250001,95081.19879488219,213239.00830078125,-0.5206272864960888,mod
950,"[[502, 649], [544, 701]]","[0.9225352112676056, 0.87890625]",186.0,"[0.5095716034271726, 0.48800397219463754]",472548.3556888202,508061.5317397349,806559.6414489746,-0.6324363501380872,mod
427,"[[538, 468], [560, 493]]","[0.9665492957746479, 0.6276041666666666]",84.0,"[0.4773444659403319, 0.5261214195640425]",56564.19985603725,55220.544692893265,92733.51786973729,-0.6253049007380477,mod
249,"[[0, 342], [12, 365]]","[0.008802816901408451, 0.4596354166666667]",61.0,"[0.4118010503552672, 0.4703815261044177]",14895.568746790643,10037.55098504761,38175.534601847336,-0.40696397380602106,cyl
446,"[[5, 703], [28, 726]]","[0.028169014084507043, 0.9296875]",73.0,"[0.46917040358744394, 0.47215994020926755]",50093.42319542251,72715.42432057134,63860.20495605469,0.7413191880377586,cyl
596,"[[8, 728], [40, 761]]","[0.04929577464788732, 0.9700520833333334]",118.0,"[0.6189749847467969, 0.4909692064745362]",195605.64267899055,282483.1948026192,190079.7402682837,0.6694245243862228,cyl
5563,"[[16, 116], [88, 317]]","[0.08098591549295775, 0.3111979166666667]",873.0,"[0.4089070618800189, 0.611144304085581]",21080292.592759684,6390923.828803824,99292387.26985517,-0.2130132400972255,cyl
1165,"[[99, 422], [140, 462]]","[0.20950704225352113, 0.5768229166666666]",135.0,"[0.47702840792969553, 0.5065633832303988]",435844.9323673159,573401.9278323987,588412.0096655946,-0.7767892537678261,cyl
1018,"[[135, 226], [181, 267]]","[0.26936619718309857, 0.3203125]",155.0,"[0.392282019190655, 0.48373015873015873]",328924.1344080102,448744.60790269694,504653.9802246094,-0.7430059096106821,cyl
12660,"[[26, 307], [130, 531]]","[0.14084507042253522, 0.54296875]",1020.0,"[0.5128644619704845, 0.4922215251638087]",73973754.88924949,45163463.93751292,197286361.49731445,-0.38574218386277587,mod
17371,"[[0, 525], [278, 711]]","[0.2306338028169014, 0.80859375]",2215.0,"[0.5000072461084373, 0.46120105035247994]",252721409.47808212,467655212.8478511,190753361.75636292,0.5348064453222552,mod
14309,"[[151, 304], [331, 496]]","[0.4014084507042254, 0.51171875]",1216.0,"[0.42992974464115874, 0.46099923117341257]",84450408.57322833,111658329.90815616,146026479.80828857,-0.685027830131242,mod
2564,"[[169, 519], [238, 574]]","[0.3538732394366197, 0.7096354166666666]",227.0,"[0.4578337419211054, 0.46815104747047026]",1995897.707462222,3437278.1364932624,2056898.2191907763,0.6189321132290264,mod
406,"[[177, 743], [202, 761]]","[0.3345070422535211, 0.98046875]",75.0,"[0.49516862447896937, 0.5324086077262121]",45594.42674405805,82585.49273457631,43737.725189208984,0.5840333804561526,mod
1149,"[[192, 167], [243, 225]]","[0.375, 0.2591145833333333]",182.0,"[0.4080471312847292, 0.5426384033278754]",920714.6824544264,660200.578125,1483505.56615702,-0.5751778949662782,mod
1806,"[[230, 237], [303, 308]]","[0.47007042253521125, 0.33984375]",279.0,"[0.5098220526561044, 0.3453065134099617]",1283359.3681228007,3341267.511158495,1618626.8564453125,0.48984984377212626,mod
348,"[[379, 61], [403, 101]]","[0.6866197183098591, 0.10026041666666667]",163.0,"[0.4274712643678161, 0.38680964395850853]",52910.6338761737,47095.98596508626,143419.82366943374,-0.41617343439913357,mod
568,"[[380, 237], [405, 268]]","[0.6936619718309859, 0.3294270833333333]",100.0,"[0.5218039003250271, 0.49950484154929575]",122622.47212441315,117902.58450704228,171778.90363227003,-0.6772738652281405,mod
592,"[[383, 119], [406, 152]]","[0.6954225352112676, 0.17578125]",96.0,"[0.5201998873873873, 0.48181637519872816]",115382.96044234146,102153.56268597505,197404.83911132812,-0.5896686677065617,mod
